jd_sentence_text	jd_sent_manual_label_NEW
Experience delivering microservice-based architectures	Experience
"Experience with new JavaScript technologies such as Webpack, ES6, Express, Babel, Angular2"	Experience
A Bachelor’s degree in Computer Science or equivalent experience	Or_Edu_Exp
"Experience with Distributed Version Control Systems such as git, Mercurial, BitKeeper, etc."	Experience
Experience working with Test-Driven Development	Experience
Experience with GitHub for use software workflow and delivery	Experience
Experience delivering server less and/or docker-based solutions	Experience
Experience with multiple eCommerce platforms	Experience
Experience with a development	Experience
Experience with Solr and Algolia search engines or equivalent	Experience
"Experience with ReactJs, Angular or Vue.js"	Experience
Experience with delivering Omni-channel commerce solutions	Experience
401(K) with company match.	Benefits
"WW does not discriminate on the basis of sex, race, color, creed, national origin, marital status, age, religion, sexual orientation, gender identity, gender expression, veteran status, or disability."	EOE
Experience working with API’s and developing UI/UIX for web and mobile application.	Experience
Experience managing and leading agile development required.	Experience
Experience working across IT domains and lead interactions with other senior executives in both technology and business.	Experience
Experience in working in a DevOp’s / DevSecOp’s agile environment	Experience
Relevant Bachelor's degree; or equivalent experience	Or_Edu_Exp
Experience leading cross-functional teams to deliver projects with multiple dependencies and constraints	Experience
"that’s why we welcome and encourage diversity in the workplace regardless of race, gender, religion, age , sexual orientation, gender identity, disability or veteran status."	EOE
"Our core values: All about the player, Talent Unleashed, Collective Brilliance and Good Business, Good Citizen"	About_Company
"Bachelor’s Degree in Electronics Engineering, Computer Science, Computer Engineering or a related field."	Education
Master’s degree preferred but not required	Education
This position leads the delivery of small to medium scope IT projects of moderate complexity that involve obtaining agreement/adoption of project objectives and deliverables by key sponsors.	Responsibility
Experience integrating Ellucian products	Experience
"A Bachelor’s degree in Business Administration, IT or related field with courses in IT project management"	Education
Have significant knowledge of the principles of system authentication and authorization including SSO methods	Skill_Knowledge
"The College does not discriminate on the basis of race, color, national origin, age, sex, sexual orientation, gender identity, genetic information, disability, religion, protected veteran status, expression of political or personal beliefs outside of the workplace, or any other status protected under applicable federal, state, or local law."	EOE
Bachelor’s degree or Military experience	Or_Edu_Exp
"Experienced defining system architecture landscape, identifying gaps between current and desired end-states, and delivering a comprehensive solution that will enable achievement of the desired business outcomes"	Experience
This position may require 5% travelU.S. citizens and those authorized to work in the U.S. are encouraged to apply.	Location_Travel
Bachelor’s degree or foreign equivalent required from an accredited institution.	Education
experienced Salesforce Technical Leads to join our team as Associate Managers.	Experience
"We can hire for this role anywhere in the US, as long as you are located near an Accenture office, and willing and able to travel domestically approximately 80% of the time to meet client needs."	Location_Travel
Bachelor’s degree or equivalent (minimum 12 years) work experience.	Or_Edu_Exp
"(If Associates degree, must have minimum 6 years work experience)."	Or_Edu_Exp
Experience managing developers a huge plus.	Experience
New York (travel as required).	Location_Travel
Bachelor’s degree (technical major preferred)	Education
An MBA or advanced degree	Education
"Experience in digital software applications, such as mobile apps or web sites."	Experience
"Experience as tech project, product or program manager within Agile/SCRUM enterprise-scale software development environments."	Experience
"Experience with businesses built in cloud computing platforms such as AWS, Azure, Digital Ocean or Google Cloud"	Experience
"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status."	EOE
Experience architecting large scale systems	Experience
Experience integrating data and services from multiple providers	Experience
Experience with AI technologies including natural language processing and machine learning	Experience
"Experience with open source (one of our engineers has a library with over 1,500 stars)"	Experience
"Best-in-class benefits, including 100% healthcare coverage (medical, vision and dental)"	Benefits
"Side does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, parental status, veteran status, or disability status."	EOE
"(If Associates Degree, must have minimum 6 years’ work experience)."	Or_Edu_Exp
We are looking for highly motivated front-end software architect who will lead technical innovations and help guide the development strategy.	Position_Role
"Experience with JavaScript UI frameworks such as React.js, Angular, Backbone, etc."	Experience
Ronco Specialized Systems is seeking an experienced and self-motivated Technical Project Lead for our Charlotte office.	Position_Role
"Ronco Specialized Systems is a unique systems integrator, providing design, distribution, installation, and other professional services for customers in the Healthcare, Education, and Commercial A/V markets."	About_Company
Associate degree in Electronics Technology or an equivalent combination of education and work experience.	Or_Edu_Exp
"In return for your commitment and valuable contributions to the company, Ronco Specialized Systems offers a friendly working atmosphere, competitive compensation and benefits (Medical, Dental, Vision, HSA, FSA, Life Insurance, Disability, 401k, Holidays, and Paid Time Off), on the job training, and opportunities for promotion."	Benefits
Doctor On Demand is looking for a Technical Project Manager to support our product development teams.	Position_Role
Currently authorized to work in the United States as no sponsorship is available for this position	Authorization_Clearance
"Experience working in the healthcare industry, particularly working within the confines of HIPAA"	Experience
Educated to degree level; MBA or other relevant advanced degree an advantage.	Education
Experience coordinating procurement events (RFP/RFI) and developing statements of work.	Experience
Experience managing multiple vendors to deliver the full scope of programs.	Experience
"Experience conducting and leading team meetings to manage the schedule, identify risks and review project deliverables."	Experience
"Jet.com is currently looking for an IT Support Engineer to help support our fast-paced headquarters in Hoboken, NJ."	Position_Role
"Bachelor’s Degree in Information Technology, Computer Science, or related field or equivalent work experience"	Or_Edu_Exp
Experience with supporting a fulfillment center	Experience
"experience with Microsoft O365, Office 2016, Windows 10 and Security Software"	Experience
Experience leading projects and coordinating with stakeholders	Experience
Bachelor’s degree in a technical field.	Education
Experience building and managing relationships with vendors and other external partners in conjunction with Legal and Business Development.	Experience
Experience understanding and communicating technical information to non-experts.	Experience
"Master’s or Ph.D. degree in a technical field such as computational linguistics, speech recognition, electrical engineering, computer science, data science and machine learning."	Education
"Experience developing multiple products, multiple customers, and multiple vendors concurrently."	Experience
1+ years experience as a people manager who has built and maintained a strong team across highly technical disciplines.	Experience
Locations:	Location_Travel
Preferred Degree: Mechanical / Package / Chemical Eng.	Education
20-30% travel time	Location_Travel
Bachelor's of Science	Education
"It is Company's policy not to discriminate against any employee or applicant for employment on the basis of race, color, creed, religion, national origin, ancestry, citizenship status, age, sex or gender (including pregnancy, childbirth and related medical conditions), gender identity or gender expression (including transgender status), sexual orientation, marital status, military service and veteran status, physical or mental disability, protected medical condition as defined by applicable state or local law, genetic information, or any other characteristic protected by applicable federal, state, or local laws and ordinances."	EOE
"Experience in data structures, algorithms, and software design, with analytical and debugging experience"	Experience
"Experience with one or more of the following: large systems software design, development of distributed or parallel systems, database design"	Experience
Experience with Software development related to e-commerce logistics	Experience
"Medical, Dental and Vision Insurance"	Benefits
Life and AD&D Insurance	Benefits
Matched 401(k) Retirement Savings Plan	Benefits
Accident Insurance	Benefits
Pet Insurance	Benefits
Travel to other LGS Locations or Customer Sites as necessary	Location_Travel
Obtain/retain a government security clearance at the level to perform the job (requires U.S. Citizenship)	Authorization_Clearance
"Demonstrated ability to provide strong customer focused leadership in the delivery of technically complex solutions with highly skilled, multi-discipline technical teams"	Soft_Skills
Master’s Degree is highly desirable	Education
Experience in the research and development of communications technology	Experience
"Experience with Federal or Defense Government Acquisition processes, policies, and procedures"	Experience
Minimum Education and Experience:	Or_Edu_Exp
"Bachelor’s degree in business or technical field and 8-10 years in leading, planning and executing programs/missions/projects or an equivalent combination of education, skills and experience"	Or_Edu_Exp
CACI is seeking a Senior Automation and Triage Technical Lead to pursue a career supporting CACI’s growing Intelligence Services market.	Position_Role
Deliver technical support to field collection and other operational partner elements to include:	Responsibility
Bachelor’s degree in Computer Science or STEM degree and eight (8) years of demonstrated technical exploitation experience in computer forensics areas.	Or_Edu_Exp
Four (4) years direct computer forensic background may be substituted for education.	Or_Edu_Exp
Possesses active TS/SCI clearance with CI polygraph.	Authorization_Clearance
"Bachelor’s degree or higher in a technical field (e.g. computer science, engineering), 10+ years of relevant work experience in software development, 5+ years of work experience in technical leadership, program management, or similar roles."	Or_Edu_Exp
We are looking for a Principal Technical Program Manager to drive the vision and strategy for Amazon's selection quality flywheel by seeking better data from selling partners to improve the search results and product discoverability.	Position_Role
"We are looking for a passionate, results-oriented Principal Technical Program Manager that ensures we are building the right solutions for our customer."	Position_Role
"Interact with Project Sponsors, other Technical Program Managers, and multiple development teams to define and deliver complex cross-functional projects."	Responsibility
"Experience taking a lead role in architecting, designing, and building complex software systems."	Experience
BS/MS degree in Computer Science or equivalent degree/experience	Or_Edu_Exp
Education & Other Qualifications	Education
BE/ME/MCA/MCS/MSc degree from reputed Institutes/University	Education
"Rivals, the premier content provider and fan community for college sports recruiting, is looking for a Technical Lead with substantial experience to maintain and grow our complex infrastructure and content platform."	Position_Role
Experience deploying to and operation of cloud environments (Heroku/AWS)	Experience
Flexible work location / work from home	Benefits
"Other Location: United States,Illinois,Elk Grove Village"	Location_Travel
Education: Bachelor's Degree	Education
Travel Time:	Location_Travel
BS/BA degree or equivalent combination ofeducation/experience.	Or_Edu_Exp
Experience in the financial industry and with credit cards systems is highly preferred.	Experience
Current Secret Clearance	Authorization_Clearance
"Bachelor’s degree in Engineering, Computer Science, Computer Information Systems, Management Information Systems, Management or Business required."	Education
"Location: Vienna, VA"	Location_Travel
"Horizon is an Equal Employment Opportunity employer and it is our policy to consider all applicants for employment without regard to sex, race, color, creed, religion, national origin, sexual orientation, marital status, age, disability, veteran status, alienage, ancestry, citizenship status, or any other factors prohibited by law."	EOE
"The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation."	About_Company
"We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth."	Benefits
CVET) Portfolio to align several related IT infrastructure projects into a increase the mission impact for our sponsor.	Responsibility
Be a key member of the CVET and VA Sponsor leadership team	Responsibility
"Interact substantively with sponsors, model shared leadership, take responsible risks and develop diverse teams to deliver impact in challenging sponsor environments."	Soft_Skills
Collaborate with the Project Lead to build an integrated team with the sponsor to leverage MITRE wide capabilities and successfully apply these capabilities to help achieve sponsor and mission outcomes	Responsibility
Demonstrated thought leadership that has resulted in high impact technical work with MITRE sponsors	Experience
Ability to obtain a VA security clearance (onboarding)	Authorization_Clearance
Work Locations: Washington 22102	Location_Travel
This requisition requires a clearance of:	Authorization_Clearance
", bachelor's Degree preferred"	Education
This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation.	Authorization_Clearance
"We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law."	EOE
"You have a bachelor's degree in Computer Science, related technical disciplines or equivalent practical experience."	Or_Edu_Exp
Primary Location CALIFORNIA-Los Angeles	Location_Travel
"Seeking an innovative and passionate Tech Lead to manage and grow a front-end development team in building the next generation of our award-winning, online banking web applications used by millions of customers."	Position_Role
Experience with 508 Compliance/Web Accessibility	Experience
"Experience with command-line utilities, build tools - Webpack, Grunt, Gulp"	Experience
"Ally has an award-winning online bank (member FDIC), one of the largest full service auto finance operations in the country, a complementary auto-focused insurance business, a growing digital wealth management and online brokerage platform, and a trusted corporate finance business offering capital for equity sponsors and middle-market companies."	About_Company
Industry-leading 401K retirement savings plan with matching and company contributions	Benefits
Flexible health insurance options including dental and vision	Benefits
"Other work-life integration benefits including parental and caregiver leave, adoption assistance, backup child and adult/elder day care program, child care discounts, tuition reimbursement, LifeMatters® Employee Assistance Program, subsidized and discounted Weight Watchers® program and other employee discount programs"	Benefits
"We extend equal employment opportunities to qualified applicants and employees on an equal basis regardless of an individual's age, race, color, sex, religion, national origin, disability, sexual orientation, gender identity or expression, pregnancy status, marital status, military or veteran status, genetic disposition or any other reason protected by law."	EOE
"May work in educational, administrative, clinical and research areas."	Responsibility
"Bachelor’s degree in computer science, engineering, mathematics, business management, or other related discipline."	Education
"If a degree or college coursework is required, you must provide official transcripts."	Education
"If your educational institution provides electronic transcripts, please have them sent to hross@uic.edu"	Education
"If your educational institution doesn’t provide electronic transcripts, they must mail the transcripts to:"	Education
Job Location : Rocklin; Sacramento; San Francisco; San Ramon	Location_Travel
"They, along with every citizen of the state we call home, also expect PG&E to help improve their quality of life, the economic vitality of their communities, and the prospect for a better future fueled by clean, safe, reliable and affordable energy."	About_Company
"All qualified applicants will receive consideration for employment without regard to race, color,national origin, ancestry, sex, age, religion, physical or mental disability status, medical condition, protected veteran status, marital status, pregnancy, sexual orientation, gender, gender identity, gender expression, genetic informationor any other factor that is not related to the job."	EOE
"The preferred work location is San Francisco, but other Bay Area locations may be considered such as Sacramento or San Ramon with regular travel to SF General Office as needed."	Location_Travel
"B.S. degree in Computer Science, Information Systems or other related field, or equivalent year work experience"	Or_Edu_Exp
Master’s Degree in Computer Science or job-related discipline or equivalent experience	Or_Edu_Exp
"LabCorp is seeking a Archer Technical Lead for it's Burlington, NC location."	Location_Travel
Education/Qualifications	Education
License/Certification/Education: Normally requires a B.S. Degree in Computer Science or MBA with at least 3 years of Product Management experience.	Or_Edu_Exp
Experience with Microsoft SQL	Experience
"Experience installing, maintaining and troubleshooting IIS and Apache web servers"	Experience
"Experience with Apache, Tomcat"	Experience
REQUIRED EDUCATION AND EXPERIENCE:	Or_Edu_Exp
Bachelors and nine (9) years or more experience; Masters and seven (7) years or more experience ; PhD or JD and four (4) years or more experience	Or_Edu_Exp
Experience in both Windows and Linux based- applications.	Experience
Experience with COTS/GOTs applications.	Experience
Experience with VMware virtual and physical servers.	Experience
Experience with managing IT projects in any of the following areas: Network Infrastructure; Cyber Security; High Performance Computing; Database Systems; Server and Workstation Development; Enterprise Data Storage and Platforms.	Experience
"Experience with managing projects in the Federal Government environment, utilizing Enterprise Performance Life Cycle (EPLC), Capital Planning and Investment Control (CPIC), and Federal IT Acquisition Reform Act (FITARA) requirements."	Experience
"Advanced Degree in Engineering, Computer Science or Technical Field"	Education
Experience with directly supervising staff.	Experience
Travel Required: 10%	Location_Travel
"Siemens Healthineers is a leading global medical technology company with over 170 years of experience and 18,000 patents."	About_Company
You have experience in software or hardware development in the medical field	Experience
Bachelor’s degree or equivalent experience required	Or_Edu_Exp
Typical 5-7 years of successful experience in related field and successful demonstration of key responsibilities and knowledge as presented above	Experience
Willing to travel up to 10%	Location_Travel
Ability to travel 25-50%	Location_Travel
Experience with Linux system architecture/administration and supporting network architecture	Experience
Experience with enterprise software deployment lifecycles	Experience
"Bachelors or Master’s Degree from an accredited university in Computer Science, Engineering, or related field"	Education
US citizenship or permanent residency required	Authorization_Clearance
Experience with Geospatial Information Systems or web mapping	Experience
"Experience with SQL and RDBMS technology (PostgreSQL, Oracle, SQLite)"	Experience
"Experience of mobile application development (iOS, Android, Windows)"	Experience
Experience of utility or telecoms industries	Experience
Experience using Git or other distributed version control systems	Experience
"We are looking for an exceptional Technical Lead-JAVA to work with our cross-functional team, and join our world-class community of talented experts."	Position_Role
Experience integrating with RESTful web services	Experience
"Experience with messaging frameworks, Business Process Modeling and Relational/Non-Relational Databases (e.g. Kafka, Signavio, Drools, MongoDB) is a plus"	Experience
Experience in Web Development and Frameworks	Experience
Experience integrating with vendor applications	Experience
Experience in finance and financial application development	Experience
"At this time, Softvision LLC will not sponsor a new applicant for employment authorization for this position."	Authorization_Clearance
Relocation assistance is available.	Benefits
"Bachelor's degree in Computer Science, Engineering, or Information Systems or any equivalent combination of experience, education, and/or training in the computer systems engineering field."	Or_Edu_Exp
"Serve as the first point of contact for customers seeking technical assistance over the phone, in person, or via email."	Responsibility
Bachelor’s Degree in Information Technology or a related field	Education
"Experience working in ServiceNow, Landesk or similar and knowledge working with Bomgar, Radmin, Landesk Remote or other similar remote tools."	Experience
"We think big, we embrace challenges, and we explore new ideas to lead the way for the travel industry."	About_Company
"For more than half a century, ARC has been a trusted provider of settlement services, settling more than $86 billion in transactions between airlines and travel agencies each year."	About_Company
The Datacenter Networking Business Unit is looking for an experienced Asic Verification Engineer to engage in new development of our UCS/Nexus 9K family.	Position_Role
Education and Experience Required:	Or_Edu_Exp
Bachelor’s or Master’s degree in EE .	Education
Experience of verification using C++ is a plus	Experience
BS/BA degree or equivalent experience	Or_Edu_Exp
"Computer Science, Engineering or related discipline"	Education
Experience working with outsourcing support models	Experience
BS/BA degree or equivalent preferred in Computer	Education
"Science, Engineering or related discipline"	Education
System1 is looking for a Senior Software Engineer (Python) to be the Tech Lead of our Serving Platform.	Position_Role
"Bachelor’s in Computer Science or equivalent, Master's degree"	Education
Experience building scalable and reliable products in the cloud	Experience
"Experience with designing, implementing, and using RESTful APIs"	Experience
"Unlimited Paid Sick Time, Competitive PTO and Benefits package"	Benefits
Daily catered meals and fully stocked kitchen	Benefits
Catered dinner on Tuesdays and Thursdays	Benefits
We embrace the tech pioneer mindset and always enable our talent to keep their skills evolving at the speed at which the technology marketplace is evolving.	About_Company
"Teamwork is crucial as teams are composed of a diverse group of specialists across multiple disciplines from both within our consulting practice and from our clients, helping drive towards a successful outcome."	Soft_Skills
Willingness to travel 80 – 100% of the time (Monday – Thursday/Friday)	Location_Travel
Corporate citizenship	About_Company
Experience with Business Intelligence systems.	Experience
"Mastery of SQL and hands-on experience with SQL-on-Hadoop tools such as Hive, Impala, Spark SQL or Presto."	Experience
"Experience with Java, Python, Scala and/or R programming languages."	Experience
"BS, MS or PhD in Computer Science, Mathematics, Statistics or quantitative discipline"	Education
"PTO, Professional work environment, health insurance and 401K, fun & friendly environment."	Benefits
"We will not discriminate against any applicant or employee on the basis of age, race, color, creed, religion, sex, sexual orientation, gender, gender identity or expression, medical condition, national origin, ancestry, citizenship, marital status or civil partnership/union status, physical or mental disability, pregnancy, childbirth, genetic information, military and veteran status, or any other basis prohibited by applicable federal, state or local law."	EOE
"Bachelor’s degree in Computer Science, Computer Engineering or equivalent combination of education and experience."	Or_Edu_Exp
Experience working with ODM as well as JDM development models.	Experience
"Experience taking projects and breaking them down into pieces, develop specifications, then deliver them in a manner."	Experience
Experience managing efforts in quality assurance and system level testing.	Experience
Experience in delivery and commercialization in consumer electronics.	Experience
Experience with ITIL framework and processes is a bonus	Experience
Shorelight Education is reinventing the international education experience for students worldwide.	About_Company
"Based in Boston, the company works directly with top-ranked, nonprofit American universities to build innovative programs and high-touch, technology-driven services that help talented students thrive and become global citizens."	About_Company
"Document and communicate project changes, project health, and project status to project team, business owners, and executive sponsors"	Responsibility
"BS. degree, preferably a degree in computer science, engineering, or a related subject"	Education
Experience in gathering requirements from stakeholders and documenting requirement specifications	Experience
Experience in planning and executing projects using Agile/Scrum methodology	Experience
Experience conducting user trainings and supporting user acceptance testing to get customer sign-off on the projects	Experience
"Eligibility to work in, and travel freely to and from, the United States without sponsorship"	Location_Travel
"degree, preferable in computer science, engineering, or a related subject"	Education
Experience working with remote third-party development teams	Experience
Experience in designing and implementing SaaS solutions in a business setting	Experience
Shorelight Education is an Equal Opportunity Employer.	EOE
"Bachelor’s degree or equivalent in technology, MIS, or related field."	Education
Experience communicating with and presenting to C-Level personnel.	Experience
Experience managing teams of up to 10 members.	Experience
"From Patient-to-Payment, nThrive provides all the technology, advisory expertise, services, analytics and education programs health care organizations need to thrive in the communities they serve."	About_Company
"B.S. in economics, decision science, statistics, engineering, applied math, operations research, or a related quantitative field"	Education
"At least 2+ years of post-collegiate in a quantitative field in technology, subscription services or mobile company"	Education
Experience working with relational databases and SQL query languages	Experience
Experience working with cross-functional teams in a fast-paced environment	Experience
"100% covered medical, dental and vision insurance"	Benefits
Generous Parental Leave	Benefits
401(k)	Benefits
Catered daily lunch	Benefits
"Experience with web technologies, including Web API, Javascript, Java SDK or programming."	Experience
Experience managing technical forums and knowledge base.	Experience
"Education, Experience, & Certifications"	Or_Edu_Exp
"Bachelor’s degree in Engineering, Mathematics, Computer Science, Operations, Research, Economics or Business, or equivalent"	Education
100% paid employee Health coverage with Vision and Dental options	Benefits
401k plan offerings	Benefits
Paid holidays and vacation	Benefits
"Datastrong has over 100 customers across the Government, Education, Health Care, Financial Services, Insurance, Retail, Hospitality, Manufacturing, Bio-Pharma, and Services Industries including large Fortune 500 organizations."	About_Company
"We are an Equal Opportunity and Affirmative Action Employer, making decisions without regard to race, color, religion, sex, national origin, age, veteran status, disability, or any other protected class."	EOE
"Master’s degree in Computer Science, Engineering, Math, or equivalent scientific or technical discipline; ten (10) years of additional relevant experience may be substituted for education"	Or_Edu_Exp
Must be able to travel when needed	Location_Travel
This position may support a government contract and have access to classified or government protected information for which US citizenship is required	Authorization_Clearance
Certified Scrum Master or Coach	Certification
"Izenda is seeking a Technical Delivery Manager for its corporate office in Atlanta, Georgia."	Position_Role
Experience working closely with Sales and Product professionals	Experience
Bachelor’s degree or higher	Education
Scrum Master: 4 years (Required)	Certification
Master's (Required)	Education
Experience on UI framework like Angular JS/Ext JS/jQuery/React JS/JavaScript and HTML	Experience
Analyzes statutory requirements against existing directives to assess the degree of policy changes necessary to comply with new IT project or program requirements.	Responsibility
U.S. Citizenship required.	Authorization_Clearance
Experience must be IT-related and may be paid or unpaid experience.	Experience
There is no minimum education requirement for this position.	Education
For All U.S. Citizens: Your application will be evaluated and rated under DOJ's Category Rating and Selection Procedures.	Authorization_Clearance
If you are relying on your education to meet qualification requirements:	Education
3-5 years of experience in the safety field or a college degree in environmental or safety	Or_Edu_Exp
"The position includes coordinating projects and resource management within the program, stakeholder and sponsor communications, reporting, issue resolution, and engagement."	Responsibility
"Leads regular interactions with the executive sponsors to inform, alert, negotiate and maintain a continuing good relationship and shared vision for the program outcome."	Responsibility
"Establishes and ensures appropriate governance functions for the program in accordance with enterprise policies, practices and on behalf of the executive sponsor or SRO (senior responsible owner)."	Responsibility
"Leads reviews with executive sponsor and stakeholders to identify organic or specific program needs and/or changes, and directs the development of appropriate approaches to address."	Responsibility
Experience in providing program management for software development with a minimum of 20-30 team members in business and technology transformation in a growth-oriented business.	Experience
Significant leadership experience in the logistics industry or adjacent industries applicable to WWEX.PMP/Scrum Master certification.	Experience
"A comprehensive benefits package including medical, dental and vision coverage as well as the opportunity to participate in a 401(k) program"	Benefits
"Through our relationship with UPS® and a highly selective carrier portfolio, we provide our customers with a breadth of shipping options unmatched in the 3PL field."	About_Company
"Worldwide Express Operations, LLC and WWEX Franchise Holdings, LLC ,(collectively “Worldwide Express”) strive to make employment decisions on the basis of merit, seeking the most qualified individuals in every job."	EOE
"All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, pregnancy, gender identity or expression, sexual orientation, marital status, national origin or ancestry, genetics, disability, age, veteran status, or other status protected by law."	EOE
"Job Location: Seattle, WA"	Location_Travel
We’re looking for a Senior Data Architect with Machine Learning to join our growing team.	Position_Role
Bachelor’s degree in a field related to the support services may count for up to four years of this experience.	Or_Edu_Exp
A master’s degree in a field related to the support services may count for up to two additional years of this experience.	Or_Edu_Exp
Master's (Preferred)	Education
"Mandatory Qualifications (Education, Certifications, Experience, Skills)"	Or_Edu_Exp
"Candidate shall possess the necessary skills to model database structures, tables, and fields."	Skill_Knowledge
"All personnel shall have at a minimum an active security clearance of Top Secret, meaning the clearance initially issued or revalidated within the past five years, at the time of the proposal submission and Single Scope Background Investigation."	Authorization_Clearance
"Desired Qualifications (Education, Certifications, Experience, Skills)"	Or_Edu_Exp
"All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, sexual orientation, gender identity or expression, veteran status, disability, genetic information, or any other factor prohibited by applicable anti-discrimination laws."	EOE
We are looking for outstanding hands-on data engineer who can contribute to the vision of Data Engineering.	Position_Role
Bachelors or Masters in Computer Science or a related field with 3 - 6 years experience in a technical data organization	Or_Edu_Exp
"Experience building/ maintaining data pipelines in a data warehouse, data lake environment preferably on a cloud platform"	Experience
"Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status."	EOE
Experience with	Experience
5+ years industry experience and a CS degree or equivalent	Or_Edu_Exp
"We’re looking for data science software engineers to build production features, models and pipelines."	Position_Role
We’re looking for people who could play any number of different engineering roles in a cloud-scale SaaS company and are specifically excited by working in data science.	Position_Role
"Have a bachelor’s or advanced degree in computer science or other relevant quantitative discipline, or equivalent industry experience."	Or_Edu_Exp
We are looking for highly motivated and talented software engineer who have experience or interest in data engineering.	Position_Role
BS/MS/PhD in Computer Science/Engineering or related technical discipline	Education
"Experience with large data sets and related technologies, e.g., Hadoop and Spark."	Experience
"All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status."	EOE
GSN Games is looking for a Senior Data Analyst to join our team in San Francisco!	Position_Role
"Experience creating, operating and analyzing multiple simultaneous A/B tests."	Experience
Experience working with user acquisition and/or advertising data.	Experience
Experience using a programming language	Experience
Graduate degree in a quantitative field of study.	Education
GRAIL is looking for a Business System Analyst to be responsible for ensuring the successful deployment of projects under development.	Position_Role
"Bachelor’s degree in computer science, engineering or life science related field or equivalent experience."	Or_Edu_Exp
"Bachelors Degree in Engineering, Mathematics, Statistics, Economics, Information Systems, Informatics, Public Health, Business Administration, Data Science, Informatics, Analytics, or related field."	Education
Experience and strong passion for healthcare data; experience in analyzing data using statistical software packages; ability to merge datasets; and relevant training or certifications.	Experience
SAIC is seeking qualified Data Architects supporting a customer in the Intelligence Community.	Position_Role
Perform modeling of data derived from material provided by Sponsor	Responsibility
"Employ analytic tools to organize and analyze the Sponsor's data, and to identify patterns"	Responsibility
Work to develop new tools in support of Sponsor's mission priorities	Responsibility
Coordinate model and tool development with other technology projects within Sponsor group	Responsibility
Provide support and guidance to Sponsor for sharing techniques and practices with other government agencies	Responsibility
Attend technical discussions to support the Sponsor's data gathering from external organizations	Responsibility
Assist with researching and acquiring data from Sponsor sources that support the development of models	Responsibility
"Produce presentations, reports, and metrics as required by Sponsor"	Responsibility
Active TS/SCI with Polygraph clearance is required	Authorization_Clearance
"Experience in Data Management, Data Storage and Data Analysis"	Experience
Bachelor's degree in Computer Science or similar technical fields	Education
"Experience with; Cloudera and/or Hadoop Experience with web protocols, SOAP, RSS and other publishing tools"	Experience
"Experience with any Amazon Web Services (Amazon Simple DB, Amazon S3, Amazon)"	Experience
Expected Travel: 0 - 10%	Location_Travel
"Location: Palo Alto, CA"	Location_Travel
In this role we are looking for someone who has a passion for leading great customer service teams.	Position_Role
"Experience of a team lead, management role, or alternatively 2+ years in a senior Support role"	Experience
SAP is not offering international relocation benefits for this role at this time.	Benefits
SAP is not offering visa sponsorship for this role at this time.	Authorization_Clearance
"Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability."	EOE
Additional Locations:	Location_Travel
"Experience with data and analytics technologies, including RDBMS, ETL, and BI"	Experience
Experience with Hadoop or other big data technologies	Experience
Experience with AWS or other cloud technologies	Experience
Experience with agile delivery methodologies and/or JIRA	Experience
Experience working on Linux command-line	Experience
BS or higher in related field	Education
Master’s degree in related field	Education
We are looking for a Data Analyst with an insatiable curiosity for the evolving way customers interact with businesses.	Position_Role
"BA/BS in Computer Science, Mathematics, Statistics or related field, or equivalent practical experience"	Or_Edu_Exp
Requires a Bachelor's degree in Computer Science with 4 years of experience or a Master's degree with 1 year of experience	Or_Edu_Exp
3+ years of experience in a data engineering or analytics field	Experience
"Experience with performing data pipeline or ETL processing, including extracting data from existing sources, such as databases, flat files, and application programming interfaces, transforming, cleaning, or normalizing data to optimize for analysis, and automating the loading or ingestion of data into consolidated repositories, such as data warehouses, data lakes, and analytic sandboxes"	Experience
"Experience in working with core AWS capabilities, including RDS, EC2, and S3 through the management console and CLI"	Experience
Experience with designing and deploying secure data environments	Experience
TS/SCI clearance with a polygraph required	Authorization_Clearance
"BA or BS degree in Mathematics, CS, Engineering, or Information Management Systems"	Education
"Experience with Angular, Flask, or other Web development frameworks"	Experience
Experience with building Tableau dashboards	Experience
Experience with Databricks or Apache Spark	Experience
"Civis Analytics helps leading businesses, nonprofits, and government use data to identify, attract, and engage customers, constituents, and citizens."	About_COmpany
Learn more about Civis at www.civisanalytics.com (   ).	About_COmpany
